Amount_paid,Currency_Code,period_name,Employee_id,Employee_name,Position_name
743.30439,BRL,JAN-2025,,,
-1125.27727,BRL,JAN-2025,,,
858.66555,USD,JAN-2025,,,
-5482.48637,USD,JAN-2025,,,
2198.45724,USD,JAN-2025,,,
1500.87851,USD,JAN-2025,,,
-401.82151,AZN,JAN-2025,,,
291.57792,EUR,JAN-2025,,,
-1803.91637,EUR,JAN-2025,,,
-209329.57701,INR,JAN-2025,,,
3139.92548,AED,JAN-2025,,,
1388.99271,AED,JAN-2025,,,
0,ZAR,JAN-2025,,,
0,QAR,JAN-2025,,,
205.56609,QAR,JAN-2025,,,
0,CNY,JAN-2025,,,
0,CNY,JAN-2025,,,
-102545.26565,INR,JAN-2025,,,
32346.05791,INR,JAN-2025,,,
29952.05324,INR,JAN-2025,,,
8.64734,EUR,JAN-2025,,,
490.62525,USD,JAN-2025,,,
810.8339,USD,JAN-2025,,,
595.72746,USD,JAN-2025,,,
67.3822,USD,JAN-2025,,,
0,SAR,JAN-2025,,,
0,SAR,JAN-2025,,,
0,SAR,JAN-2025,,,
0,USD,JAN-2025,,,
0,USD,JAN-2025,,,
-1582.103447716693088407679942748503,TRY,JAN-2025,,,
-107.75993,EUR,JAN-2025,,,
-261.3652490022695874424419046520831,EUR,JAN-2025,,,
-5.483717698212232955992113248783087,EUR,JAN-2025,,,
292.7623,EUR,JAN-2025,,,
566.74019,EUR,JAN-2025,,,
-6.99496,EUR,JAN-2025,,,
0,NZD,JAN-2025,,,
151.21846,INR,JAN-2025,,,
9521.59319,INR,JAN-2025,,,
27750.97062,INR,JAN-2025,,,
17679.48401,INR,JAN-2025,,,
-54952.04782,INR,JAN-2025,,,
297.94902,AZN,JAN-2025,,,
0,USD,JAN-2025,,,
130418.86752,ARS,JAN-2025,,,
-3587.62683,GBP,JAN-2025,,,
0,VND,JAN-2025,,,
332.33232,CNY,JAN-2025,,,
37.9117,CNY,JAN-2025,,,
3202.3981,EGP,JAN-2025,,,
-5063.0096,EGP,JAN-2025,,,
931.28245,EUR,JAN-2025,,,
6224.29191,ZAR,JAN-2025,,,
533.7591,ZAR,JAN-2025,,,
-854.55544,ZAR,JAN-2025,,,
-1434.6243,ZAR,JAN-2025,,,
225.46148,ZAR,JAN-2025,,,
186.53312,SAR,JAN-2025,,,
0,SAR,JAN-2025,,,
3263.27439,TND,JAN-2025,,,
-0.8485,TND,JAN-2025,,,
0,SAR,JAN-2025,,,
664.93318,SAR,JAN-2025,,,
-664.93318,SAR,JAN-2025,,,
0,TND,JAN-2025,,,
263.22618,QAR,JAN-2025,,,
126.52012,QAR,JAN-2025,,,
1745.86961,MAD,JAN-2025,,,
2483.11313,MAD,JAN-2025,,,
17783.55659,CLP,JAN-2025,,,
0,CLP,JAN-2025,,,
-164816.98947,JPY,JAN-2025,,,
0,COP,JAN-2025,,,
-122.46057,GBP,JAN-2025,,,
149.73193,CNY,JAN-2025,,,
4549.85027,CNY,JAN-2025,,,
0,CNY,JAN-2025,,,
4532.57376,CNY,JAN-2025,,,
0,CNY,JAN-2025,,,
-10374.91678,USD,JAN-2025,,,
11153.6915,AED,JAN-2025,,,
9901.24338,AED,JAN-2025,,,
0,VND,JAN-2025,,,
423.30018,EUR,JAN-2025,,,
53247.11437,INR,JAN-2025,,,
-324366.21482,JPY,JAN-2025,,,
489.86537,EUR,JAN-2025,,,
1146.50321,USD,JAN-2025,,,
0,GBP,JAN-2025,,,
1812.72283,JPY,JAN-2025,,,
2304.05418,CNY,JAN-2025,,,
355892.64633,IDR,JAN-2025,,,
1783.15062,USD,JAN-2025,,,
563.0856,USD,JAN-2025,,,
0,USD,JAN-2025,,,
113.39133,AZN,JAN-2025,,,
498.96397,EUR,JAN-2025,,,
1214.64213,EUR,JAN-2025,,,
191695.36576,INR,JAN-2025,,,
0,COP,JAN-2025,,,
0,COP,JAN-2025,,,
245.42237,AED,JAN-2025,,,
0,SAR,JAN-2025,,,
-2357.95505,SAR,JAN-2025,,,
-4641.14093,AED,JAN-2025,,,
-566.98008,USD,JAN-2025,,,
-87.06203,AED,JAN-2025,,,
0,AED,JAN-2025,,,
87.06203,AED,JAN-2025,,,
0,TWD,JAN-2025,,,
-43144.507,TWD,JAN-2025,,,
888.63989,EUR,JAN-2025,,,
0,INR,JAN-2025,,,
0,INR,JAN-2025,,,
0,INR,JAN-2025,,,
264.75305,USD,JAN-2025,,,
211.58979,USD,JAN-2025,,,
-28880.42844,JPY,JAN-2025,,,
14042.22256,JPY,JAN-2025,,,
13177.55506,JPY,JAN-2025,,,
7072.4472,SGD,JAN-2025,,,
-10228.0248,SGD,JAN-2025,,,
0,SGD,JAN-2025,,,
-66501.15807,JPY,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
-125712.93096,JPY,JAN-2025,,,
79913.48857,JPY,JAN-2025,,,
62135.66157,JPY,JAN-2025,,,
-32240.94865,KRW,JAN-2025,,,
0,KRW,JAN-2025,,,
310079.42647,INR,JAN-2025,,,
31737.10768,KES,JAN-2025,,,
-163815.71783,KES,JAN-2025,,,
-50711.40309,TWD,JAN-2025,,,
28973.5495,TWD,JAN-2025,,,
545.47619,TWD,JAN-2025,,,
0,PLN,JAN-2025,,,
1244.04661,TWD,JAN-2025,,,
3592.29453,AUD,JAN-2025,,,
-66207.74363257226101372658133926913,INR,JAN-2025,,,
336.30174,GBP,JAN-2025,,,
319.73371,EUR,JAN-2025,,,
0,USD,JAN-2025,,,
1712.78948,USD,JAN-2025,,,
1362.61342,USD,JAN-2025,,,
1153.32114,USD,JAN-2025,,,
-4228.72404,USD,JAN-2025,,,
126050.694,JPY,JAN-2025,,,
36021.006,JPY,JAN-2025,,,
-162071.7,JPY,JAN-2025,,,
2235.91841,JPY,JAN-2025,,,
37672.04317,JPY,JAN-2025,,,
540.1627,USD,JAN-2025,,,
13785.50534,EGP,JAN-2025,,,
6346.63836,EGP,JAN-2025,,,
716.02417,EUR,JAN-2025,,,
-193.29949,EUR,JAN-2025,,,
-1699.05,MXN,JAN-2025,,,
-501718.79,PHP,JAN-2025,,,
13108.52892,INR,JAN-2025,,,
0,IDR,JAN-2025,,,
2580.74766,DKK,JAN-2025,,,
4525.05524,DKK,JAN-2025,,,
-445.58042,EUR,JAN-2025,,,
-108370.81035,INR,JAN-2025,,,
-268611.14455,CLP,JAN-2025,,,
52354.33686,IDR,JAN-2025,,,
-15343.26882707657868924664688831455,IDR,JAN-2025,,,
27096.77065,JPY,JAN-2025,,,
-7866.98,MYR,JAN-2025,,,
0,TWD,JAN-2025,,,
1343.62105,BRL,JAN-2025,,,
-2671.718914793272735047989011668727,BRL,JAN-2025,,,
1410.28951,CAD,JAN-2025,,,
1089.05547,CNY,JAN-2025,,,
740518.60984,TZS,JAN-2025,,,
0,IDR,JAN-2025,,,
2189.9875,DKK,JAN-2025,,,
-193736.0390228856634936325632284514,KRW,JAN-2025,,,
-69170.83980054053173964609510338358,KRW,JAN-2025,,,
0,KRW,JAN-2025,,,
0,CLP,JAN-2025,,,
60332.93704,JPY,JAN-2025,,,
40710.56155,JPY,JAN-2025,,,
3.84411,EGP,JAN-2025,,,
-97282.08978140983766978883962322273,INR,JAN-2025,,,
2308.87923,CNY,JAN-2025,,,
120.04964,CNY,JAN-2025,,,
0,CNY,JAN-2025,,,
698364.7102,INR,JAN-2025,,,
2313.7734,PLN,JAN-2025,,,
1047.19465,PLN,JAN-2025,,,
445.1931,PLN,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
-10272.8505,AED,JAN-2025,,,
3807.73943,TWD,JAN-2025,,,
294.66137,INR,JAN-2025,,,
50616.27476,INR,JAN-2025,,,
-154618.64113,INR,JAN-2025,,,
0,INR,JAN-2025,,,
1530.49447,SAR,JAN-2025,,,
4375.11291,INR,JAN-2025,,,
158670.76157,INR,JAN-2025,,,
-68623.62468,UZS,JAN-2025,,,
1530170.01603,UZS,JAN-2025,,,
0,MAD,JAN-2025,,,
453907.23916,VND,JAN-2025,,,
-34207.21814,TWD,JAN-2025,,,
11308.09674,TWD,JAN-2025,,,
4105.03096,TWD,JAN-2025,,,
7972.6129,NGN,JAN-2025,,,
-24080.35611,NGN,JAN-2025,,,
1302.67686,INR,JAN-2025,,,
1363.23927,USD,JAN-2025,,,
0,USD,JAN-2025,,,
12220.79804,USD,JAN-2025,,,
-2703.6028,EUR,JAN-2025,,,
12.81394,USD,JAN-2025,,,
1780.93769,USD,JAN-2025,,,
8414.48247,USD,JAN-2025,,,
1077.71446,USD,JAN-2025,,,
4106.34049,USD,JAN-2025,,,
-6282.17167,USD,JAN-2025,,,
1323.61053,USD,JAN-2025,,,
1120.30895,USD,JAN-2025,,,
67274.73036,JPY,JAN-2025,,,
35779.69898,JPY,JAN-2025,,,
5110.69928,JPY,JAN-2025,,,
58621.36295,JPY,JAN-2025,,,
42868.39521,JPY,JAN-2025,,,
63773.09466,JPY,JAN-2025,,,
70883.6594,JPY,JAN-2025,,,
-194577.02932,JPY,JAN-2025,,,
39010.92904,JPY,JAN-2025,,,
2153.31898,JPY,JAN-2025,,,
18208.15309,JPY,JAN-2025,,,
-37448.43525,JPY,JAN-2025,,,
140317.40171,JPY,JAN-2025,,,
83432.90347,JPY,JAN-2025,,,
5169.25354,MAD,JAN-2025,,,
-9300.09148,MAD,JAN-2025,,,
977.3364,EUR,JAN-2025,,,
1762.08776,EUR,JAN-2025,,,
1077.22138,MYR,JAN-2025,,,
318094.93131,PHP,JAN-2025,,,
0,TWD,JAN-2025,,,
-432437.46705,ARS,JAN-2025,,,
51.47335,EUR,JAN-2025,,,
-9807.96228,USD,JAN-2025,,,
4035.01218,USD,JAN-2025,,,
0,INR,JAN-2025,,,
2012.41138,CNY,JAN-2025,,,
4799.23769,CNY,JAN-2025,,,
3376.99597,CNY,JAN-2025,,,
3125.31546,CNY,JAN-2025,,,
2964.82329,CNY,JAN-2025,,,
374.96433,CNY,JAN-2025,,,
-374.96433,CNY,JAN-2025,,,
543.19234,CNY,JAN-2025,,,
11374.66383,CNY,JAN-2025,,,
-2049.90693,CNY,JAN-2025,,,
1989.14192,SGD,JAN-2025,,,
613754.15354,TZS,JAN-2025,,,
0,TZS,JAN-2025,,,
-1354272.76338,TZS,JAN-2025,,,
-3450.72463,BRL,JAN-2025,,,
-4052046.43547,IDR,JAN-2025,,,
2851787.64493,IDR,JAN-2025,,,
4.91734,USD,JAN-2025,,,
-9295.7904,DKK,JAN-2025,,,
-8613.251198156475936819694964160349,KRW,JAN-2025,,,
-53563.45429,KRW,JAN-2025,,,
85319.30229,CLP,JAN-2025,,,
-89675.94087,CLP,JAN-2025,,,
74.64269,EUR,JAN-2025,,,
246.18873,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
38530.72013,INR,JAN-2025,,,
-4886.84417,CNY,JAN-2025,,,
60037.82089,INR,JAN-2025,,,
64353.06363,INR,JAN-2025,,,
59.57933,BRL,JAN-2025,,,
0,BRL,JAN-2025,,,
-371.1461211082713692317245404463782,BRL,JAN-2025,,,
1228.88141,EGP,JAN-2025,,,
0,KES,JAN-2025,,,
-102419.39706,INR,JAN-2025,,,
95978.7059,INR,JAN-2025,,,
295.52378,AUD,JAN-2025,,,
53563.45429,KRW,JAN-2025,,,
2044.98893,AED,JAN-2025,,,
2001.93918,AUD,JAN-2025,,,
566.98008,USD,JAN-2025,,,
-1140.33636,EUR,JAN-2025,,,
-559764.19873,VND,JAN-2025,,,
0,JPY,JAN-2025,,,
0,KES,JAN-2025,,,
24785.50081,KES,JAN-2025,,,
53771.68023,KES,JAN-2025,,,
-22368.88673,ZAR,JAN-2025,,,
10392.5208,ZAR,JAN-2025,,,
-449922.21777,DZD,JAN-2025,,,
-10529.5359,INR,JAN-2025,,,
-123088.7597,INR,JAN-2025,,,
-37.65282,CNY,JAN-2025,,,
4193.8635,PEN,JAN-2025,,,
1502.04827,PEN,JAN-2025,,,
0,USD,JAN-2025,,,
0,INR,JAN-2025,,,
0,PLN,JAN-2025,,,
723.00055,PLN,JAN-2025,,,
50161.01016,JPY,JAN-2025,,,
-476.34284,USD,JAN-2025,,,
-15028.92175,EGP,JAN-2025,,,
14543.1052,KES,JAN-2025,,,
22398.66351,KES,JAN-2025,,,
0,QAR,JAN-2025,,,
-60.88541090891992327041093615775595,RON,JAN-2025,,,
-1013.024910579148991669300729918618,BRL,JAN-2025,,,
-419358.1874,INR,JAN-2025,,,
-578.70867,AZN,JAN-2025,,,
-370.24402,CNY,JAN-2025,,,
-129731.78869,JPY,JAN-2025,,,
1856.76739,EGP,JAN-2025,,,
1100.65966,EUR,JAN-2025,,,
-24752.37694000384362506708402584538,INR,JAN-2025,,,
0,JPY,JAN-2025,,,
314785.80953,JPY,JAN-2025,,,
-2305.51284,AED,JAN-2025,,,
0,ILS,JAN-2025,,,
0,ILS,JAN-2025,,,
509.21634,AED,JAN-2025,,,
-1206.16087,AED,JAN-2025,,,
-20402.43165,EGP,JAN-2025,,,
16082.50867,QAR,JAN-2025,,,
535.49211,QAR,JAN-2025,,,
19823.57944,EGP,JAN-2025,,,
41277.83414,KES,JAN-2025,,,
1600.54128,EUR,JAN-2025,,,
1488.99904,EUR,JAN-2025,,,
1007.83385,EUR,JAN-2025,,,
242.29748,EUR,JAN-2025,,,
-1250.13133,EUR,JAN-2025,,,
8194.26652,EUR,JAN-2025,,,
-8194.26652,EUR,JAN-2025,,,
-1903.73666,EUR,JAN-2025,,,
1062.58435,EUR,JAN-2025,,,
409.67221,EUR,JAN-2025,,,
-2648.73347,EUR,JAN-2025,,,
601.7802,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
-2913.57615,USD,JAN-2025,,,
0,EUR,JAN-2025,,,
41494.728,JPY,JAN-2025,,,
4511.27432,EGP,JAN-2025,,,
-5104.55122,CNY,JAN-2025,,,
6440.69116,INR,JAN-2025,,,
2193.11197,ZAR,JAN-2025,,,
417.25407,AUD,JAN-2025,,,
0,AUD,JAN-2025,,,
4356.63858,CLP,JAN-2025,,,
47175.15796,CLP,JAN-2025,,,
62.9115,GBP,JAN-2025,,,
-8834.83177,SAR,JAN-2025,,,
767.33995,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,INR,JAN-2025,,,
240.06533,GBP,JAN-2025,,,
337.50792,GBP,JAN-2025,,,
6874.84639,CNY,JAN-2025,,,
0,CNY,JAN-2025,,,
0,JPY,JAN-2025,,,
187.85296,USD,JAN-2025,,,
490.82937,USD,JAN-2025,,,
58861.33312,INR,JAN-2025,,,
18823.74064,INR,JAN-2025,,,
281807.03,INR,JAN-2025,,,
-7154.81567,CAD,JAN-2025,,,
-1432.139,EUR,JAN-2025,,,
74897.31363,CLP,JAN-2025,,,
1047.98802,CNY,JAN-2025,,,
1211.53704,CNY,JAN-2025,,,
2627.31911,CNY,JAN-2025,,,
164.42871,NZD,JAN-2025,,,
-846.29925,PLN,JAN-2025,,,
89039.25703,DZD,JAN-2025,,,
-2694.388234089987139979601622196461,PLN,JAN-2025,,,
15375.4146,JPY,JAN-2025,,,
51575.1327,JPY,JAN-2025,,,
-98458.16867,JPY,JAN-2025,,,
0,JPY,JAN-2025,,,
2303.41985,AED,JAN-2025,,,
2.09299,AED,JAN-2025,,,
6841.5121,CNY,JAN-2025,,,
1186.54276,JPY,JAN-2025,,,
0,ILS,JAN-2025,,,
0,USD,JAN-2025,,,
5013.89693,MAD,JAN-2025,,,
4874.17425,SAR,JAN-2025,,,
-506.63913,MYR,JAN-2025,,,
-302068.21893,KES,JAN-2025,,,
1324.10425,USD,JAN-2025,,,
865.72375,USD,JAN-2025,,,
278.15371,CNY,JAN-2025,,,
211.45884,USD,JAN-2025,,,
849.68833,USD,JAN-2025,,,
626193.17499,VND,JAN-2025,,,
0,VND,JAN-2025,,,
12998.90662,MXN,JAN-2025,,,
4382.13055,MXN,JAN-2025,,,
-2674.41973,USD,JAN-2025,,,
-188989.39147,JPY,JAN-2025,,,
65314.61531,JPY,JAN-2025,,,
105843.33382,JPY,JAN-2025,,,
22542.14441,INR,JAN-2025,,,
0,AZN,JAN-2025,,,
0,KZT,JAN-2025,,,
23123.82375,KZT,JAN-2025,,,
240635.36587,KZT,JAN-2025,,,
-263759.18962,KZT,JAN-2025,,,
0,QAR,JAN-2025,,,
84.79466,GBP,JAN-2025,,,
2846.75767,CAD,JAN-2025,,,
24941.732,KRW,JAN-2025,,,
50439.18592,THB,JAN-2025,,,
1288850.9933,IDR,JAN-2025,,,
-21763866.22824,IDR,JAN-2025,,,
-133156.586,KRW,JAN-2025,,,
-3383.03143,CNY,JAN-2025,,,
-653.239315151742183312093785778719,EGP,JAN-2025,,,
-1061.227035187085621153345514991104,BRL,JAN-2025,,,
-235.53,MXN,JAN-2025,,,
-18482.32,INR,JAN-2025,,,
484.89681,EUR,JAN-2025,,,
-3382.92739,MAD,JAN-2025,,,
-1270.09066,BRL,JAN-2025,,,
1616.62803,MAD,JAN-2025,,,
11293.97824,INR,JAN-2025,,,
168302.03307,INR,JAN-2025,,,
0,MXN,JAN-2025,,,
-388794.92309,INR,JAN-2025,,,
-39857.4014,KES,JAN-2025,,,
0,CHF,JAN-2025,,,
14226.87371,KES,JAN-2025,,,
178619.6466,JPY,JAN-2025,,,
2881.48183,ZAR,JAN-2025,,,
0,ZAR,JAN-2025,,,
-6432.679274764532883630215487379066,ZAR,JAN-2025,,,
3156.2784,AUD,JAN-2025,,,
-3156.2784,AUD,JAN-2025,,,
777.75116,CHF,JAN-2025,,,
5324.03789,CHF,JAN-2025,,,
7455630.79047,IDR,JAN-2025,,,
0,IDR,JAN-2025,,,
0,IDR,JAN-2025,,,
0,IDR,JAN-2025,,,
-7455630.79047,IDR,JAN-2025,,,
32.8197,AZN,JAN-2025,,,
-324.74979,AZN,JAN-2025,,,
12381.61274,KES,JAN-2025,,,
-55658.48914,KES,JAN-2025,,,
-330295.52903,JPY,JAN-2025,,,
2946.22319,EGP,JAN-2025,,,
-6725.33722,EGP,JAN-2025,,,
6940.60778,RON,JAN-2025,,,
0,ILS,JAN-2025,,,
309.89977,GBP,JAN-2025,,,
1621.54645,SAR,JAN-2025,,,
4756.86379,SAR,JAN-2025,,,
0,AED,JAN-2025,,,
261.9758,AED,JAN-2025,,,
7486.44145,EGP,JAN-2025,,,
5137.57318,EGP,JAN-2025,,,
1037.25592,EGP,JAN-2025,,,
-737.1098270409600688440411975834598,BRL,JAN-2025,,,
321.04825,USD,JAN-2025,,,
308.91647,USD,JAN-2025,,,
11630.28508,USD,JAN-2025,,,
0,MXN,JAN-2025,,,
-614.54664,RON,JAN-2025,,,
608.41879,GBP,JAN-2025,,,
265.79021,GBP,JAN-2025,,,
16545.68256,JPY,JAN-2025,,,
0,KZT,JAN-2025,,,
0,KZT,JAN-2025,,,
703.10472,EUR,JAN-2025,,,
-987.75093,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
637.13295,EUR,JAN-2025,,,
257.93808,EUR,JAN-2025,,,
-319.44803,USD,JAN-2025,,,
-641.19,USD,JAN-2025,,,
206.27864,USD,JAN-2025,,,
-565132.52518,ARS,JAN-2025,,,
0,USD,JAN-2025,,,
2145.39941,CAD,JAN-2025,,,
1272.86469,SGD,JAN-2025,,,
2384.01018,SGD,JAN-2025,,,
970.67745,SGD,JAN-2025,,,
-3354.68763,SGD,JAN-2025,,,
513.86911,SGD,JAN-2025,,,
0,SGD,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
-486.11218,AED,JAN-2025,,,
0,THB,JAN-2025,,,
-63.2559,AED,JAN-2025,,,
13740.62135,AED,JAN-2025,,,
-18378.16942,AED,JAN-2025,,,
1304.32426,EUR,JAN-2025,,,
745.67709,EUR,JAN-2025,,,
381.03078,EUR,JAN-2025,,,
100.85625,EUR,JAN-2025,,,
1627.4631,EUR,JAN-2025,,,
-88183.66479,THB,JAN-2025,,,
0,EUR,JAN-2025,,,
-717.99,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
-3815.00334,EUR,JAN-2025,,,
1540.82585,EUR,JAN-2025,,,
112.31892,EUR,JAN-2025,,,
19.82516,AED,JAN-2025,,,
7807.80806,AED,JAN-2025,,,
0,EUR,JAN-2025,,,
1040.58168,EUR,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
0,AED,JAN-2025,,,
0,NOK,JAN-2025,,,
36925.90381,INR,JAN-2025,,,
386.44999,BRL,JAN-2025,,,
-446.02932,BRL,JAN-2025,,,
21.23705,QAR,JAN-2025,,,
5651.08538,QAR,JAN-2025,,,
0,KRW,JAN-2025,,,
152542.74752,KES,JAN-2025,,,
435.03346,TND,JAN-2025,,,
123.2987,PLN,JAN-2025,,,
-30.90195360510428054747808602933612,EUR,JAN-2025,,,
0,GBP,JAN-2025,,,
0,GBP,JAN-2025,,,
-31844.47775,JPY,JAN-2025,,,
0,TRY,JAN-2025,,,
6470.9449,TRY,JAN-2025,,,
3743.97072,AED,JAN-2025,,,
7836.31446,AED,JAN-2025,,,
-11580.28518,AED,JAN-2025,,,
387.64692,GBP,JAN-2025,,,
-245.25181,EUR,JAN-2025,,,
-5944.00326,AED,JAN-2025,,,
0,AED,JAN-2025,,,
-227.4354,TRY,JAN-2025,,,
6847.37921,AED,JAN-2025,,,
-7044.6405,AED,JAN-2025,,,
0,GBP,JAN-2025,,,
-13037.51319,GBP,JAN-2025,,,
237.27309,GBP,JAN-2025,,,
430.33312,GBP,JAN-2025,,,
408.16733,GBP,JAN-2025,,,
0,AED,JAN-2025,,,
19262.99613,AED,JAN-2025,,,
-26631.61608,AED,JAN-2025,,,
-11480.67,AED,JAN-2025,,,
639.11698,EGP,JAN-2025,,,
-639.11698,EGP,JAN-2025,,,
0,AED,JAN-2025,,,
470.64546,QAR,JAN-2025,,,
0,AED,JAN-2025,,,
6141.6169,MAD,JAN-2025,,,
-6141.6169,MAD,JAN-2025,,,
-553.69107,MAD,JAN-2025,,,
0,MAD,JAN-2025,,,
428212.20167,XOF,JAN-2025,,,
-574724.43378,XOF,JAN-2025,,,
11450.23912,ZAR,JAN-2025,,,
164278.20065,KES,JAN-2025,,,
5222.82107,PLN,JAN-2025,,,
0,PLN,JAN-2025,,,
-2629.15586,AED,JAN-2025,,,
1258.5082,SAR,JAN-2025,,,
486.04119,SAR,JAN-2025,,,
-31192.45293,EGP,JAN-2025,,,
8698.61227,EGP,JAN-2025,,,
22493.84066,EGP,JAN-2025,,,
10494.91545,EGP,JAN-2025,,,
-203.58582,AED,JAN-2025,,,
69.3648,EGP,JAN-2025,,,
3451.28416,EGP,JAN-2025,,,
-3520.64896,EGP,JAN-2025,,,
0,KRW,JAN-2025,,,
0,KRW,JAN-2025,,,
2621.97893,BRL,JAN-2025,,,
566.4273,BRL,JAN-2025,,,
-119.6601006185406728121156618110807,EUR,JAN-2025,,,
-2097.81141,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
-1186.8538,EUR,JAN-2025,,,
-41125.37228,THB,JAN-2025,,,
23129.15674,THB,JAN-2025,,,
17996.21554,THB,JAN-2025,,,
608.35601,EUR,JAN-2025,,,
-16107.44094,SGD,JAN-2025,,,
544.36955,EUR,JAN-2025,,,
1135.55102,EUR,JAN-2025,,,
-1679.92057,EUR,JAN-2025,,,
2360.3555,EUR,JAN-2025,,,
16.96602,USD,JAN-2025,,,
29608.55934,JPY,JAN-2025,,,
-107909.26927,JPY,JAN-2025,,,
43140.45545,JPY,JAN-2025,,,
17086.96318,JPY,JAN-2025,,,
0,EUR,JAN-2025,,,
-1809.14026,MYR,JAN-2025,,,
0,TWD,JAN-2025,,,
0,TWD,JAN-2025,,,
432437.46705,ARS,JAN-2025,,,
289.35203,CAD,JAN-2025,,,
2636.00577,CAD,JAN-2025,,,
-4335.64731,CAD,JAN-2025,,,
-7791.21076,CNY,JAN-2025,,,
2932.09113,CNY,JAN-2025,,,
249.88348,PLN,JAN-2025,,,
0,AUD,JAN-2025,,,
723.71155,AUD,JAN-2025,,,
0,KRW,JAN-2025,,,
43144.507,TWD,JAN-2025,,,
0,INR,JAN-2025,,,
3155.5776,SGD,JAN-2025,,,
2024.39725,EGP,JAN-2025,,,
-119341.98648,KES,JAN-2025,,,
345.08752,EUR,JAN-2025,,,
297.69632,EUR,JAN-2025,,,
-15973.50578,TWD,JAN-2025,,,
0,GBP,JAN-2025,,,
0,GBP,JAN-2025,,,
-876.68491,GBP,JAN-2025,,,
0,BRL,JAN-2025,,,
0,BRL,JAN-2025,,,
0,BRL,JAN-2025,,,
0,BRL,JAN-2025,,,
-2709.81666,BRL,JAN-2025,,,
0,BRL,JAN-2025,,,
0,MXN,JAN-2025,,,
0,MXN,JAN-2025,,,
8880.75405,BRL,JAN-2025,,,
896.53908,BRL,JAN-2025,,,
0,RON,JAN-2025,,,
1460.1047,RON,JAN-2025,,,
-2163.36614,RON,JAN-2025,,,
3584.88,USD,JAN-2025,,,
51650.42521,KES,JAN-2025,,,
-155475.60499,KES,JAN-2025,,,
0,EGP,JAN-2025,,,
-469.21518,JOD,JAN-2025,,,
2724.09619,AED,JAN-2025,,,
-8731.03648,AED,JAN-2025,,,
0,EGP,JAN-2025,,,
-90058.35523249063366130548984355476,EGP,JAN-2025,,,
-370.303739865372997286065229349829,EGP,JAN-2025,,,
0,QAR,JAN-2025,,,
0,QAR,JAN-2025,,,
0,QAR,JAN-2025,,,
10642.61194,EGP,JAN-2025,,,
-11114.11316,EGP,JAN-2025,,,
0,AED,JAN-2025,,,
14133.95533,AED,JAN-2025,,,
13555.40724,EGP,JAN-2025,,,
-144877.89975,JPY,JAN-2025,,,
2121.01859,EUR,JAN-2025,,,
-895.42896,EUR,JAN-2025,,,
1342.76341,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
-176.1,EUR,JAN-2025,,,
-96.78438,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
0,EUR,JAN-2025,,,
1281.45741,EUR,JAN-2025,,,
231.09661,EUR,JAN-2025,,,
-1512.55402,EUR,JAN-2025,,,
11.75575,EUR,JAN-2025,,,
3290.71137,EUR,JAN-2025,,,
-3290.71137,EUR,JAN-2025,,,
79.7488,EUR,JAN-2025,,,
150.4368,EUR,JAN-2025,,,
-459207.75485,ARS,JAN-2025,,,
-2544.65975,USD,JAN-2025,,,
0,ARS,JAN-2025,,,
328788.88733,ARS,JAN-2025,,,
-208741.8191774140370029296499031144,ARS,JAN-2025,,,
3587.62683,GBP,JAN-2025,,,
-1297182.112924803288658410315162999,VND,JAN-2025,,,
28688.2901,JPY,JAN-2025,,,
-5939.09959,INR,JAN-2025,,,
-6867.55667,CNY,JAN-2025,,,
0,KZT,JAN-2025,,,
0,CNY,JAN-2025,,,
0,JPY,JAN-2025,,,
5695.62684,TWD,JAN-2025,,,
324.05128,SAR,JAN-2025,,,
979.56169,CNY,JAN-2025,,,
-4825.44,USD,JAN-2025,,,
2676.94715,RON,JAN-2025,,,
-377.62314,RON,JAN-2025,,,
2173.1706,RON,JAN-2025,,,
-2963.83394,RON,JAN-2025,,,
726725.85997,INR,JAN-2025,,,
-726725.85997,INR,JAN-2025,,,
9021.36741,INR,JAN-2025,,,
-21613.44643,INR,JAN-2025,,,
0,INR,JAN-2025,,,
28959.31638,INR,JAN-2025,,,
-92039.77647,INR,JAN-2025,,,
5459.6099,INR,JAN-2025,,,
0,THB,JAN-2025,,,
3483.018,AED,JAN-2025,,,
6519.744,AED,JAN-2025,,,
