Amount_paid,Currency_Code,period_name,Employee_id,Employee_name,Position_name
263.23238,TWD,JUL-2025,,,
-238.70074,EUR,JUL-2025,,,
-3189100.20481,VND,JUL-2025,,,
-37586.83726,DZD,JUL-2025,,,
10841.55797,DZD,JUL-2025,,,
-214.63224,BGN,JUL-2025,,,
279.56425,BGN,JUL-2025,,,
-2542.77618,USD,JUL-2025,,,
0,AED,JUL-2025,,,
82022.69196,INR,JUL-2025,,,
1757900.6524,IDR,JUL-2025,,,
3592038.06828,IDR,JUL-2025,,,
111093.86513,INR,JUL-2025,,,
-123227.53958,INR,JUL-2025,,,
-27396.91588,MXN,JUL-2025,,,
-651438.96639,PKR,JUL-2025,,,
2194.17925,MYR,JUL-2025,,,
278.25422,GTQ,JUL-2025,,,
243.7061,GTQ,JUL-2025,,,
-13.70818,BRL,JUL-2025,,,
724.16249,EUR,JUL-2025,,,
945.77254,EUR,JUL-2025,,,
-1377.02249,EUR,JUL-2025,,,
1102.55575,EUR,JUL-2025,,,
1413.12241,USD,JUL-2025,,,
-229.71794,USD,JUL-2025,,,
0,USD,JUL-2025,,,
-1183.40447,USD,JUL-2025,,,
-536718.45875,COP,JUL-2025,,,
51.20844,EUR,JUL-2025,,,
420.22135,EUR,JUL-2025,,,
-669.60256,AZN,JUL-2025,,,
112502.76137,KZT,JUL-2025,,,
189.09258,AUD,JUL-2025,,,
-6077.3777,USD,JUL-2025,,,
31643.63602,TRY,JUL-2025,,,
135348.56567,TRY,JUL-2025,,,
-162121.22205,TRY,JUL-2025,,,
31950.75753,INR,JUL-2025,,,
7874.84586,INR,JUL-2025,,,
-39825.60339,INR,JUL-2025,,,
-1700.04526,CAD,JUL-2025,,,
297.98628,CAD,JUL-2025,,,
194.08994,EUR,JUL-2025,,,
15019.29996,NGN,JUL-2025,,,
-4673.23779,EUR,JUL-2025,,,
1135.6641,EUR,JUL-2025,,,
1771.84274,EUR,JUL-2025,,,
1765.73095,EUR,JUL-2025,,,
128.26252,EUR,JUL-2025,,,
0,SAR,JUL-2025,,,
0,SAR,JUL-2025,,,
642.62194,GBP,JUL-2025,,,
-22.81619,GBP,JUL-2025,,,
-238950,JPY,JUL-2025,,,
1059.62013,EUR,JUL-2025,,,
328.29433,USD,JUL-2025,,,
1038.13785,ZAR,JUL-2025,,,
5931.79098,ZAR,JUL-2025,,,
94.78774,ZAR,JUL-2025,,,
-7064.71657,ZAR,JUL-2025,,,
3659.36727,USD,JUL-2025,,,
0,USD,JUL-2025,,,
10501.57352,USD,JUL-2025,,,
2918.2006,USD,JUL-2025,,,
-19599.86218,USD,JUL-2025,,,
-1135.46794,AED,JUL-2025,,,
302.28927,AED,JUL-2025,,,
690.10992,AUD,JUL-2025,,,
-6235.6638,AUD,JUL-2025,,,
1993.73448,USD,JUL-2025,,,
3021.51312,USD,JUL-2025,,,
-10032.89344,USD,JUL-2025,,,
1921.9886,CAD,JUL-2025,,,
4033.25035,USD,JUL-2025,,,
20525.61734,USD,JUL-2025,,,
35751.4348,CZK,JUL-2025,,,
3219.0945,CAD,JUL-2025,,,
0,SAR,JUL-2025,,,
2649.28324,SAR,JUL-2025,,,
0,SAR,JUL-2025,,,
13654.09104,CNY,JUL-2025,,,
-41252.19698,CNY,JUL-2025,,,
57316.93714,CNY,JUL-2025,,,
-126348.2415,CNY,JUL-2025,,,
0,COP,JUL-2025,,,
1756.04147,USD,JUL-2025,,,
1926.98508,USD,JUL-2025,,,
-4538.05509,USD,JUL-2025,,,
1551.07205,USD,JUL-2025,,,
3673.36583,USD,JUL-2025,,,
1535.11827,USD,JUL-2025,,,
-1130.13804,USD,JUL-2025,,,
1850768.41522,COP,JUL-2025,,,
49627356.06455,COP,JUL-2025,,,
851530.91391,COP,JUL-2025,,,
-5278.090112257848707580137867304164,SAR,JUL-2025,,,
-8778.21702,SAR,JUL-2025,,,
3986.29639,BRL,JUL-2025,,,
12520.46234,BRL,JUL-2025,,,
968.9319,BRL,JUL-2025,,,
-970412.23827,COP,JUL-2025,,,
0,NOK,JUL-2025,,,
-228.60122,EUR,JUL-2025,,,
362.7932,GBP,JUL-2025,,,
1338.04891,EUR,JUL-2025,,,
11134.62124,SAR,JUL-2025,,,
1935.84375,PLN,JUL-2025,,,
503.14015,AED,JUL-2025,,,
41542.49844,TWD,JUL-2025,,,
16922.14214,TWD,JUL-2025,,,
-1582.0053,GBP,JUL-2025,,,
-1079.21534,EUR,JUL-2025,,,
0,CNY,JUL-2025,,,
304046.67183,INR,JUL-2025,,,
7241.37054,TWD,JUL-2025,,,
-20849.64889,NOK,JUL-2025,,,
26552.95028,SEK,JUL-2025,,,
46295.24176,INR,JUL-2025,,,
3233.53359,AED,JUL-2025,,,
5093.32427,AED,JUL-2025,,,
0,AED,JUL-2025,,,
-21633.51989,AED,JUL-2025,,,
-4497.19249,QAR,JUL-2025,,,
4603.6452,QAR,JUL-2025,,,
137.80444,QAR,JUL-2025,,,
-148739.88308,INR,JUL-2025,,,
31994.80549,INR,JUL-2025,,,
0,INR,JUL-2025,,,
3875.4914,EUR,JUL-2025,,,
-3875.4914,EUR,JUL-2025,,,
50.56411,BAM,JUL-2025,,,
8952.60258,BGN,JUL-2025,,,
29109.08258,CNY,JUL-2025,,,
-116058.62075,CNY,JUL-2025,,,
27646.68137,CNY,JUL-2025,,,
0,CNY,JUL-2025,,,
6105.29511,CNY,JUL-2025,,,
42.5612,USD,JUL-2025,,,
2771.66144,USD,JUL-2025,,,
-139864.74489,KZT,JUL-2025,,,
90.75329,AZN,JUL-2025,,,
0,AZN,JUL-2025,,,
-90.75329,AZN,JUL-2025,,,
-23057.7517,KZT,JUL-2025,,,
1231.98362,EUR,JUL-2025,,,
-1661.01281,EUR,JUL-2025,,,
-898.39462,EUR,JUL-2025,,,
376.40364,EUR,JUL-2025,,,
521.99098,EUR,JUL-2025,,,
1795.78311,AZN,JUL-2025,,,
233.86495,EUR,JUL-2025,,,
-386.98865,EUR,JUL-2025,,,
76.03618,EUR,JUL-2025,,,
352.66126,EUR,JUL-2025,,,
-428.69744,EUR,JUL-2025,,,
-2761.59517,EGP,JUL-2025,,,
0,NOK,JUL-2025,,,
2499.05845,NOK,JUL-2025,,,
-2499.05845,NOK,JUL-2025,,,
242126088.59687,VND,JUL-2025,,,
-242126088.59687,VND,JUL-2025,,,
-10315.5946,INR,JUL-2025,,,
129.73236,USD,JUL-2025,,,
3983.68394,AED,JUL-2025,,,
248.93458,AED,JUL-2025,,,
0,CLP,JUL-2025,,,
0,CLP,JUL-2025,,,
19835.95162,CNY,JUL-2025,,,
-312.06768,USD,JUL-2025,,,
-1951.83756,USD,JUL-2025,,,
0,PEN,JUL-2025,,,
-814.75855,PEN,JUL-2025,,,
-276.73106,AUD,JUL-2025,,,
15618.96108,INR,JUL-2025,,,
22607.59907,INR,JUL-2025,,,
-56097.11141,INR,JUL-2025,,,
40720.5262,MXN,JUL-2025,,,
-97847.08577,MXN,JUL-2025,,,
98603.79957,INR,JUL-2025,,,
-148205.22184,INR,JUL-2025,,,
1418.53791,SAR,JUL-2025,,,
-75646.83315,TRY,JUL-2025,,,
371.24439,EUR,JUL-2025,,,
-844.66284,EUR,JUL-2025,,,
-89248.37454,CNY,JUL-2025,,,
25447.3481,JPY,JUL-2025,,,
183657.10859,JPY,JUL-2025,,,
12649.21201,JPY,JUL-2025,,,
206.90979,QAR,JUL-2025,,,
1212.70031,TND,JUL-2025,,,
5689.75633,QAR,JUL-2025,,,
-3570.45206,EUR,JUL-2025,,,
0,GBP,JUL-2025,,,
-2732.69687,EUR,JUL-2025,,,
17031.16136,JPY,JUL-2025,,,
-11752.87257,SGD,JUL-2025,,,
39799.60167,CNY,JUL-2025,,,
1889.31797,NZD,JUL-2025,,,
-66891.24316,INR,JUL-2025,,,
26369.72279,INR,JUL-2025,,,
14542.96302,INR,JUL-2025,,,
-9319.86231,RON,JUL-2025,,,
9920.24599,AED,JUL-2025,,,
0,GBP,JUL-2025,,,
-3937.95925,BRL,JUL-2025,,,
1892.94888,RON,JUL-2025,,,
2942.63509,RON,JUL-2025,,,
4464.94266,RON,JUL-2025,,,
28945.09242,INR,JUL-2025,,,
64259.28568,INR,JUL-2025,,,
-93204.3781,INR,JUL-2025,,,
22314.1745,INR,JUL-2025,,,
830.57788,EUR,JUL-2025,,,
-2673.67612,EUR,JUL-2025,,,
-20711.38978,ZAR,JUL-2025,,,
-29579.36369,CAD,JUL-2025,,,
-467.07989,EUR,JUL-2025,,,
10550.86796,CAD,JUL-2025,,,
401659.09984,KZT,JUL-2025,,,
525313.75336,KZT,JUL-2025,,,
-2086584.5582,KZT,JUL-2025,,,
0,BRL,JUL-2025,,,
0,BRL,JUL-2025,,,
489.6947,EUR,JUL-2025,,,
822.75056,EUR,JUL-2025,,,
0,INR,JUL-2025,,,
0,SGD,JUL-2025,,,
0,SGD,JUL-2025,,,
1465.62804,GBP,JUL-2025,,,
-1465.62804,GBP,JUL-2025,,,
379.07423,NZD,JUL-2025,,,
116819.91212,JPY,JUL-2025,,,
1423.23677,JPY,JUL-2025,,,
-988249.50516,JPY,JUL-2025,,,
-1586.7137,USD,JUL-2025,,,
159.70844,USD,JUL-2025,,,
1427.00526,USD,JUL-2025,,,
1269832.13848,ARS,JUL-2025,,,
-1440281.73504,ARS,JUL-2025,,,
-4675.11046,CAD,JUL-2025,,,
1250.86779,EUR,JUL-2025,,,
961.84306,EUR,JUL-2025,,,
-1644.01798,QAR,JUL-2025,,,
22866.52002,MAD,JUL-2025,,,
-37113.29953,MAD,JUL-2025,,,
0,SAR,JUL-2025,,,
4703.41704,SAR,JUL-2025,,,
2672.32317,EUR,JUL-2025,,,
236.03036,EUR,JUL-2025,,,
8028.85515,DZD,JUL-2025,,,
194169.07873,DZD,JUL-2025,,,
-5602.06881,GBP,JUL-2025,,,
36.15114,SGD,JUL-2025,,,
-5671.5174,SGD,JUL-2025,,,
3949.74772,SGD,JUL-2025,,,
12917.91435,TWD,JUL-2025,,,
0,MYR,JUL-2025,,,
-4032.96905,TWD,JUL-2025,,,
1550.1433,TWD,JUL-2025,,,
2482.82575,TWD,JUL-2025,,,
1629.46845,USD,JUL-2025,,,
1852.77553,USD,JUL-2025,,,
-22744.98355,SEK,JUL-2025,,,
-2182.91149,GBP,JUL-2025,,,
721.34657,GBP,JUL-2025,,,
457.67836,AED,JUL-2025,,,
1088.71837,EUR,JUL-2025,,,
847.70957,EUR,JUL-2025,,,
3734221.89748,IDR,JUL-2025,,,
0,IDR,JUL-2025,,,
1343.01926,AED,JUL-2025,,,
10342.67919,CNY,JUL-2025,,,
-9855.95593,JPY,JUL-2025,,,
-100607.31779,INR,JUL-2025,,,
13304.54924,INR,JUL-2025,,,
0,INR,JUL-2025,,,
1566.07569,EUR,JUL-2025,,,
-8220.84991,EUR,JUL-2025,,,
534.06371,EUR,JUL-2025,,,
2532.7674,EUR,JUL-2025,,,
-3907.64485,EUR,JUL-2025,,,
0,INR,JUL-2025,,,
71783.81611,INR,JUL-2025,,,
-71783.81611,INR,JUL-2025,,,
-25463.10497,NGN,JUL-2025,,,
971.9892,SGD,JUL-2025,,,
2760.1938,SGD,JUL-2025,,,
4897.50757,RON,JUL-2025,,,
2602.08,USD,JUL-2025,,,
-5346.36,USD,JUL-2025,,,
-4835.58397,RON,JUL-2025,,,
-69.80821,RON,JUL-2025,,,
9319.86231,RON,JUL-2025,,,
1211.14528,USD,JUL-2025,,,
228.20601,USD,JUL-2025,,,
-6629.35224,RON,JUL-2025,,,
1853.00147,RON,JUL-2025,,,
311.40811,RON,JUL-2025,,,
800888.54135,INR,JUL-2025,,,
-800888.54135,INR,JUL-2025,,,
-10083.33057,INR,JUL-2025,,,
13588.69375,INR,JUL-2025,,,
2398.79526,USD,JUL-2025,,,
9991.92785,CZK,JUL-2025,,,
-24007.09277,CZK,JUL-2025,,,
1047.05818,KES,JUL-2025,,,
-10834.40178,KES,JUL-2025,,,
0,AUD,JUL-2025,,,
-3477.85276,SAR,JUL-2025,,,
668.39463,SAR,JUL-2025,,,
757247.5869,PKR,JUL-2025,,,
-311116.3442,PKR,JUL-2025,,,
-1096.34071,EUR,JUL-2025,,,
3994.86148,EUR,JUL-2025,,,
2048.24949,SAR,JUL-2025,,,
14682.31146,CNY,JUL-2025,,,
18243.79774,CNY,JUL-2025,,,
2630.9073,CNY,JUL-2025,,,
31456.7862,CNY,JUL-2025,,,
34570.10443,CNY,JUL-2025,,,
6263.45279,CNY,JUL-2025,,,
-59302.97609,CNY,JUL-2025,,,
4267.82244,CNY,JUL-2025,,,
13410.98715,PKR,JUL-2025,,,
8416.95281,PKR,JUL-2025,,,
-1246.31539,AUD,JUL-2025,,,
49273.8021,NGN,JUL-2025,,,
3234.03227,EUR,JUL-2025,,,
7358862.78076,IDR,JUL-2025,,,
1808.20031,TWD,JUL-2025,,,
13003.92923,TWD,JUL-2025,,,
0,AED,JUL-2025,,,
-3283.70533,EUR,JUL-2025,,,
3643.78027,CHF,JUL-2025,,,
-4053.06998,CHF,JUL-2025,,,
-12284.29426,AED,JUL-2025,,,
497.91614,EUR,JUL-2025,,,
-24351.66982,TWD,JUL-2025,,,
13183.10861,TWD,JUL-2025,,,
-1520.17837,RON,JUL-2025,,,
1416.07228,RON,JUL-2025,,,
-192.56542,RON,JUL-2025,,,
-325.02235,CHF,JUL-2025,,,
203.48174,CHF,JUL-2025,,,
385.92505,BRL,JUL-2025,,,
-1423.73997,BRL,JUL-2025,,,
47.57769,BRL,JUL-2025,,,
375.52628,USD,JUL-2025,,,
-1234.96665,USD,JUL-2025,,,
1055.29635,GBP,JUL-2025,,,
30088.72682,KZT,JUL-2025,,,
-50357.66395,KZT,JUL-2025,,,
71443.81903,KES,JUL-2025,,,
476.60315,EUR,JUL-2025,,,
-476.56958,EUR,JUL-2025,,,
476.56958,EUR,JUL-2025,,,
463.35625,EUR,JUL-2025,,,
5351.89613,EUR,JUL-2025,,,
-1075.07651,EUR,JUL-2025,,,
-102.45362,EUR,JUL-2025,,,
48510781.6417,IDR,JUL-2025,,,
3223.57226,EUR,JUL-2025,,,
17735.12315,CNY,JUL-2025,,,
13716.71584,CNY,JUL-2025,,,
-41794.51818,CNY,JUL-2025,,,
1939743.90675,VND,JUL-2025,,,
422554.18685,CLP,JUL-2025,,,
-3807.13923,BRL,JUL-2025,,,
369.5103,BRL,JUL-2025,,,
1212.77718,BRL,JUL-2025,,,
1244.86326,BRL,JUL-2025,,,
-1289.52395,BRL,JUL-2025,,,
-510566.17674,CLP,JUL-2025,,,
-18849.73683,BRL,JUL-2025,,,
34659.16015,INR,JUL-2025,,,
60466.51066,INR,JUL-2025,,,
1813.2653,USD,JUL-2025,,,
-1813.2653,USD,JUL-2025,,,
-66373.76576,ARS,JUL-2025,,,
-132940.97261,ARS,JUL-2025,,,
0,GBP,JUL-2025,,,
-33261272.61608898978915610706889067,VND,JUL-2025,,,
10930.33709,CNY,JUL-2025,,,
58649.23499,JPY,JUL-2025,,,
-110519.62508,JPY,JUL-2025,,,
1386.32616,EGP,JUL-2025,,,
-22780.88032,EGP,JUL-2025,,,
753.44921,EUR,JUL-2025,,,
124047.84779,INR,JUL-2025,,,
13460.16186,INR,JUL-2025,,,
-19920.75988,EGP,JUL-2025,,,
-144.8463194860146300428108431801898,EUR,JUL-2025,,,
27040.52582,INR,JUL-2025,,,
-132943.30682,JPY,JUL-2025,,,
50455.38528,JPY,JUL-2025,,,
26613.27471,JPY,JUL-2025,,,
90612.50986,JPY,JUL-2025,,,
228071.62034,JPY,JUL-2025,,,
16728.15717,JPY,JUL-2025,,,
17831.54126,JPY,JUL-2025,,,
-53884.24208,JPY,JUL-2025,,,
0,MAD,JUL-2025,,,
32035.85082,MAD,JUL-2025,,,
-104074.9889,MAD,JUL-2025,,,
2688.51328,EUR,JUL-2025,,,
-7597.26766,EUR,JUL-2025,,,
0,MYR,JUL-2025,,,
2555.67459,USD,JUL-2025,,,
0,TWD,JUL-2025,,,
0,TWD,JUL-2025,,,
2548.38241,GBP,JUL-2025,,,
212.24999,AUD,JUL-2025,,,
6477.11894,EGP,JUL-2025,,,
-51238.8951,INR,JUL-2025,,,
-5182.98921,AUD,JUL-2025,,,
3040.10705,USD,JUL-2025,,,
-6538.30582,USD,JUL-2025,,,
4373.13569,USD,JUL-2025,,,
25531.60806,USD,JUL-2025,,,
-248096.62236,PKR,JUL-2025,,,
0,USD,JUL-2025,,,
-3087.36664,USD,JUL-2025,,,
-534.13548,AED,JUL-2025,,,
-1219.53219,AED,JUL-2025,,,
-40416.51934,CNY,JUL-2025,,,
9683.91662,CNY,JUL-2025,,,
13800.01057,JPY,JUL-2025,,,
30215.63474,JPY,JUL-2025,,,
-275932.6427,JPY,JUL-2025,,,
20961.24067,EGP,JUL-2025,,,
2301.60771,BRL,JUL-2025,,,
2389.15862,BRL,JUL-2025,,,
1678.98371,BRL,JUL-2025,,,
93001.40098,INR,JUL-2025,,,
89.76738,USD,JUL-2025,,,
576.79675,AUD,JUL-2025,,,
-4998.71995,AUD,JUL-2025,,,
2760.4692,AUD,JUL-2025,,,
22563.10939,MXN,JUL-2025,,,
-1379.51711,MXN,JUL-2025,,,
0,MXN,JUL-2025,,,
1311.75581,MXN,JUL-2025,,,
0,MXN,JUL-2025,,,
2905.12497,MXN,JUL-2025,,,
91554.41171,MXN,JUL-2025,,,
11749.43837,MXN,JUL-2025,,,
-14554.04629,MXN,JUL-2025,,,
16318.75298,MXN,JUL-2025,,,
-37117.35337,MXN,JUL-2025,,,
1343.71786,USD,JUL-2025,,,
-2701.08915,USD,JUL-2025,,,
-817.85474,EUR,JUL-2025,,,
1711.13091,EUR,JUL-2025,,,
1482.2647,EUR,JUL-2025,,,
1250.55668,EUR,JUL-2025,,,
-4557.69134,EUR,JUL-2025,,,
529.25246,EUR,JUL-2025,,,
661.20301,EUR,JUL-2025,,,
-1190.45547,EUR,JUL-2025,,,
3537.81947,NZD,JUL-2025,,,
534.9005,CHF,JUL-2025,,,
156.20633,CHF,JUL-2025,,,
-691.10683,CHF,JUL-2025,,,
32240.26931,JPY,JUL-2025,,,
-13684.35394772273664002903272444871,JPY,JUL-2025,,,
0,JPY,JUL-2025,,,
-522340.87418,JPY,JUL-2025,,,
0,OMR,JUL-2025,,,
-452444.34884,ARS,JUL-2025,,,
413374.73943,ARS,JUL-2025,,,
-14900.89472,USD,JUL-2025,,,
-580093.37262,IDR,JUL-2025,,,
-331.35428,GBP,JUL-2025,,,
2397.02363,CAD,JUL-2025,,,
-3916.85858,CAD,JUL-2025,,,
762.82411,EUR,JUL-2025,,,
353424.22176,KES,JUL-2025,,,
12867.15657,KES,JUL-2025,,,
46942.12477,KES,JUL-2025,,,
361189.54412,COP,JUL-2025,,,
1659676.51632,COP,JUL-2025,,,
-2020866.06044,COP,JUL-2025,,,
1940.53111,EUR,JUL-2025,,,
-47802.14813,MAD,JUL-2025,,,
1002.71738,PLN,JUL-2025,,,
53903.44682,CNY,JUL-2025,,,
1079.16679,SGD,JUL-2025,,,
-5237.12497,SGD,JUL-2025,,,
1082.35822,EUR,JUL-2025,,,
1358.10281,EUR,JUL-2025,,,
-3008.4554,EUR,JUL-2025,,,
1772.22763,EUR,JUL-2025,,,
1236.22777,EUR,JUL-2025,,,
8755.29403,EGP,JUL-2025,,,
11165.46585,EGP,JUL-2025,,,
37152.19437,EGP,JUL-2025,,,
2430.1123,SAR,JUL-2025,,,
-1480.65952,EUR,JUL-2025,,,
1659.0245,USD,JUL-2025,,,
2157.99867,USD,JUL-2025,,,
7094.00501,DKK,JUL-2025,,,
0,EUR,JUL-2025,,,
10082.3026,AED,JUL-2025,,,
7189.47302,SEK,JUL-2025,,,
0,DKK,JUL-2025,,,
72978.9332,TWD,JUL-2025,,,
0,USD,JUL-2025,,,
0,USD,JUL-2025,,,
-4105.27185,PLN,JUL-2025,,,
-1002.93381,EUR,JUL-2025,,,
-5952.17512,AED,JUL-2025,,,
0,CNY,JUL-2025,,,
-59.45091,USD,JUL-2025,,,
636.9819,EUR,JUL-2025,,,
969.79988,EUR,JUL-2025,,,
-341.95538,EUR,JUL-2025,,,
-668.88948,AUD,JUL-2025,,,
-35816.72607,THB,JUL-2025,,,
1851982.58877,VND,JUL-2025,,,
0,VND,JUL-2025,,,
199785.2973,VND,JUL-2025,,,
570747.39224,VND,JUL-2025,,,
-21739309.06825,VND,JUL-2025,,,
337795.01818,VND,JUL-2025,,,
-350280.28464,VND,JUL-2025,,,
1940.78343,EUR,JUL-2025,,,
24715.26082,USD,JUL-2025,,,
1830.22504,USD,JUL-2025,,,
-3121.04502,USD,JUL-2025,,,
1038.03707,USD,JUL-2025,,,
28.81036,USD,JUL-2025,,,
5362.36938,USD,JUL-2025,,,
0,KRW,JUL-2025,,,
-1369.70793,EUR,JUL-2025,,,
36641.63757,INR,JUL-2025,,,
13300.16083,INR,JUL-2025,,,
-49941.7984,INR,JUL-2025,,,
264.19111,EUR,JUL-2025,,,
296.01074,EUR,JUL-2025,,,
733.68813,GBP,JUL-2025,,,
707.37516,GBP,JUL-2025,,,
100.947,USD,JUL-2025,,,
773.36055,EUR,JUL-2025,,,
1140.8349,EUR,JUL-2025,,,
-958.32452,HKD,JUL-2025,,,
188888.94939,HKD,JUL-2025,,,
9545.8435,ILS,JUL-2025,,,
13689.22982,MAD,JUL-2025,,,
4749.57825,USD,JUL-2025,,,
1112.91945,EUR,JUL-2025,,,
55.82129,EUR,JUL-2025,,,
166467.55393,JPY,JUL-2025,,,
306330.32592,JPY,JUL-2025,,,
124242.72774,XOF,JUL-2025,,,
-333702.68478,XOF,JUL-2025,,,
-240.76108,CAD,JUL-2025,,,
15.75438,USD,JUL-2025,,,
-47.44091,USD,JUL-2025,,,
10733.85621,BDT,JUL-2025,,,
-17276.84625,NOK,JUL-2025,,,
-2121.97742,USD,JUL-2025,,,
47.59232,SAR,JUL-2025,,,
140.60163,USD,JUL-2025,,,
-93.52957,USD,JUL-2025,,,
39.2972,USD,JUL-2025,,,
264.26443,USD,JUL-2025,,,
375.82095,USD,JUL-2025,,,
25.82186,USD,JUL-2025,,,
-80165.84182,TRY,JUL-2025,,,
39983.52582,TRY,JUL-2025,,,
322.30338,EUR,JUL-2025,,,
267.83237,EUR,JUL-2025,,,
0,GBP,JUL-2025,,,
-5562.97142,USD,JUL-2025,,,
14888.47174,JPY,JUL-2025,,,
175441.50791,JPY,JUL-2025,,,
1160.48505,ILS,JUL-2025,,,
-8129.42867,ILS,JUL-2025,,,
-1509.66283,AED,JUL-2025,,,
7225.8461,MAD,JUL-2025,,,
-13502.02434,MAD,JUL-2025,,,
36128.52457,INR,JUL-2025,,,
752.26077,EUR,JUL-2025,,,
1183.361,EUR,JUL-2025,,,
-1935.62177,EUR,JUL-2025,,,
0,EUR,JUL-2025,,,
-1622.16142,EUR,JUL-2025,,,
170.01018,USD,JUL-2025,,,
7819.74596,USD,JUL-2025,,,
1640.18047,USD,JUL-2025,,,
3156.9228,USD,JUL-2025,,,
378.28312,AUD,JUL-2025,,,
-378.28312,AUD,JUL-2025,,,
-5067.43689,BRL,JUL-2025,,,
-892.61301,USD,JUL-2025,,,
0,INR,JUL-2025,,,
-192652.19031,EGP,JUL-2025,,,
0,EGP,JUL-2025,,,
159.12295,EUR,JUL-2025,,,
130.71918,EUR,JUL-2025,,,
686.54351,EUR,JUL-2025,,,
-4527.81045,EUR,JUL-2025,,,
-668.00024,BRL,JUL-2025,,,
20576.26294,BRL,JUL-2025,,,
858.16634,USD,JUL-2025,,,
61.64562,BRL,JUL-2025,,,
948.95115,BRL,JUL-2025,,,
-1010.59677,BRL,JUL-2025,,,
-1129136.17787,ARS,JUL-2025,,,
186314.54647,ARS,JUL-2025,,,
1161.72546,EUR,JUL-2025,,,
1222.98467,EUR,JUL-2025,,,
0,EUR,JUL-2025,,,
-4454.32244,EUR,JUL-2025,,,
992.06029,EUR,JUL-2025,,,
466.08114,EUR,JUL-2025,,,
-1737.71953,EUR,JUL-2025,,,
1367.64837,EUR,JUL-2025,,,
0,CNY,JUL-2025,,,
25265.16394,CNY,JUL-2025,,,
11701.06472,CNY,JUL-2025,,,
6976.84714,CNY,JUL-2025,,,
971944.08482,INR,JUL-2025,,,
1441.83677,PLN,JUL-2025,,,
2861.1263,PLN,JUL-2025,,,
643.95143,PLN,JUL-2025,,,
45.07411,PLN,JUL-2025,,,
0,AED,JUL-2025,,,
188.20046,AED,JUL-2025,,,
3283.70194,TWD,JUL-2025,,,
15467.12928,TWD,JUL-2025,,,
-43741.03467,TWD,JUL-2025,,,
316.1235,USD,JUL-2025,,,
74.91863,USD,JUL-2025,,,
-522.67125,MYR,JUL-2025,,,
190839.72232,TRY,JUL-2025,,,
-190839.72232,TRY,JUL-2025,,,
1215.65797,BRL,JUL-2025,,,
0,BRL,JUL-2025,,,
103778.0417,INR,JUL-2025,,,
-82.0147,MXN,JUL-2025,,,
2462.25214,MXN,JUL-2025,,,
5117.30822,BRL,JUL-2025,,,
2684.76957,BRL,JUL-2025,,,
2959.46849,BRL,JUL-2025,,,
6235.58935,KES,JUL-2025,,,
6721.52736,KES,JUL-2025,,,
-18995.11597,KES,JUL-2025,,,
1639.57437,CHF,JUL-2025,,,
1159.82963,CHF,JUL-2025,,,
1509.57468,CHF,JUL-2025,,,
0,CHF,JUL-2025,,,
4581.02627,KES,JUL-2025,,,
15661.54624,KES,JUL-2025,,,
0,JPY,JUL-2025,,,
113.41286,EUR,JUL-2025,,,
228.54252,EUR,JUL-2025,,,
-19235.75037,TRY,JUL-2025,,,
0,TRY,JUL-2025,,,
4108.56956,TRY,JUL-2025,,,
4557.20731,TRY,JUL-2025,,,
27059.52978,TRY,JUL-2025,,,
-755.11232,EUR,JUL-2025,,,
-7430.97586,EUR,JUL-2025,,,
-58216.38819,INR,JUL-2025,,,
-235855.32152,CNY,JUL-2025,,,
1069.06626,AED,JUL-2025,,,
-13195.16064,AED,JUL-2025,,,
0,AED,JUL-2025,,,
4236.72564,AED,JUL-2025,,,
1088.27969,EUR,JUL-2025,,,
375.10334,GBP,JUL-2025,,,
12516.54648,CNY,JUL-2025,,,
11529.93194,CNY,JUL-2025,,,
18654.81005,CNY,JUL-2025,,,
-74001.77683,CNY,JUL-2025,,,
0,CNY,JUL-2025,,,
10512.67475,AED,JUL-2025,,,
-13390.34688,AED,JUL-2025,,,
-1573.15997,CHF,JUL-2025,,,
31364.98855,MXN,JUL-2025,,,
23262.02701,MXN,JUL-2025,,,
-38290.11102,MXN,JUL-2025,,,
-103.8933,CHF,JUL-2025,,,
1007.85655,CHF,JUL-2025,,,
-903.96325,CHF,JUL-2025,,,
418.15249,CHF,JUL-2025,,,
0,CHF,JUL-2025,,,
0,CHF,JUL-2025,,,
0,CHF,JUL-2025,,,
0,CHF,JUL-2025,,,
0,DKK,JUL-2025,,,
0,DKK,JUL-2025,,,
3841.26694,EUR,JUL-2025,,,
212.68846,EUR,JUL-2025,,,
-499.01794,EUR,JUL-2025,,,
50.07429,EUR,JUL-2025,,,
-818.65781,EUR,JUL-2025,,,
4220.0137,EUR,JUL-2025,,,
-812.59387,EUR,JUL-2025,,,
282.79685,EUR,JUL-2025,,,
0,EUR,JUL-2025,,,
-7435.57526,EUR,JUL-2025,,,
0,EUR,JUL-2025,,,
6081.88073,EUR,JUL-2025,,,
0,SAR,JUL-2025,,,
4047.62641,SAR,JUL-2025,,,
418.39696,EUR,JUL-2025,,,
-131645.38739,KES,JUL-2025,,,
131645.38739,KES,JUL-2025,,,
905.0971,EUR,JUL-2025,,,
763.02328,EUR,JUL-2025,,,
898.6026,EGP,JUL-2025,,,
86491.57569,INR,JUL-2025,,,
36102.64128,INR,JUL-2025,,,
221.62116,AUD,JUL-2025,,,
